iso2,GEOLEVEL2,rwi_weight,geolev2,rwi,country,pop_sum
RW,646005003,-0.06710322542956297,646005003,-0.19355853211623564,Rwanda,506637.7839714391
RW,646005004,0.03193315994613563,646005004,-0.042590831973324215,Rwanda,398826.5865219002
RW,646005005,-0.05723668868916331,646005005,-0.1914156459975553,Rwanda,391457.8644895386
RW,646005006,-0.05344006962075906,646005006,-0.3473888340852904,Rwanda,378337.19703521003
RW,646005007,-0.11467906600968156,646005007,0.19455376673196587,Rwanda,417103.2609026638
SL,694011001,-0.08327445792371359,694011001,-0.5277680775763556,Sierra Leone,87460.82378510763
SL,694011002,-0.020235981610694453,694011002,-0.4592728131608158,Sierra Leone,71307.27739541819
SL,694011003,-0.280874849563467,694011003,-1.4151441298431524,Sierra Leone,54909.287180693165
SL,694011004,0.06832943663975516,694011004,-0.32645339829160497,Sierra Leone,54837.30377770028
SL,694011005,-0.3543521526450841,694011005,-0.8158838141865582,Sierra Leone,55450.573663328534
SL,694011006,-0.2073888159054641,694011006,-1.0812663398070852,Sierra Leone,42587.98696765798
SL,694011007,-0.3086329647563395,694011007,-0.8158838141865582,Sierra Leone,39175.15363452855
SL,694011008,-0.06212664547778539,694011008,-0.3614217370047697,Sierra Leone,34066.82919996938
SL,694011009,-0.24353514544899707,694011009,-0.6419510856283213,Sierra Leone,32112.895648759553
SL,694012001,0.786880356710802,694012001,1.0331655307081962,Sierra Leone,167735.9790795992
SL,694012002,-0.10876693968682508,694012002,-0.5003861268498421,Sierra Leone,117587.02676951946
SL,694012003,0.5903387598464737,694012003,-0.4592728131608158,Sierra Leone,71050.58687281447
SL,694012004,-0.32276406056524415,694012004,-0.6419510856283213,Sierra Leone,54711.911495078384
SL,694012005,-0.1965592425444209,694012005,-0.4852393038468172,Sierra Leone,51725.17928186328
SL,694012006,-0.3725948590164737,694012006,-0.8158838141865582,Sierra Leone,41946.29898860405
SL,694012007,-0.1444469435242431,694012007,-0.5464103795575496,Sierra Leone,43738.07297779945
SL,694012008,-0.1012044351395092,694012008,-0.5003861268498421,Sierra Leone,36985.46088406923
SL,694012009,-0.3585708894903763,694012009,-0.8158838141865582,Sierra Leone,32205.148712848044
SL,694012010,-0.28064714918231237,694012010,-0.8432657649130719,Sierra Leone,29412.727476523105
SL,694013001,0.5480741525874476,694013001,0.9760955298047576,Sierra Leone,54612.10396083318
SL,694013002,-0.3341323513487364,694013002,-0.5003861268498421,Sierra Leone,79709.84280719537
SL,694013003,-0.01761778094156658,694013003,0.12160739979642768,Sierra Leone,42860.25922970551
SL,694013004,0.2727903997476191,694013004,-0.1938902875402887,Sierra Leone,50152.35995393562
SL,694013005,0.02696823789159936,694013005,-0.4592728131608158,Sierra Leone,41310.591779500166
SL,694013006,-0.29961908670627113,694013006,-0.5277680775763556,Sierra Leone,32497.390251638404
SL,694013007,0.048283756371403766,694013007,-0.1938902875402887,Sierra Leone,22271.191019808837
SL,694021001,1.2584614946548114,694021001,1.1171298610865332,Sierra Leone,70531.41412616902
SL,694021002,-0.1551514492102443,694021002,0.03015760273413742,Sierra Leone,84742.9851291618
SL,694021003,-0.3393068544013449,694021003,-0.3351140127154189,Sierra Leone,74815.9344422602
SL,694021004,0.43248148510623347,694021004,-0.019957558982051742,Sierra Leone,91786.97676757356
SL,694021005,-0.23364477272518971,694021005,-0.3676355326893929,Sierra Leone,45692.07744526066
SL,694021006,-0.3739406930198329,694021006,-0.5277680775763556,Sierra Leone,45010.05562814067
SL,694021007,-0.30743008175315073,694021007,-0.5003861268498421,Sierra Leone,32639.83986727543
SL,694021008,-0.3154989620310634,694021008,0.12160739979642768,Sierra Leone,31832.290480959844
SL,694021009,-0.3219232515928392,694021009,0.08767403180161501,Sierra Leone,14458.68107037973
SL,694022001,0.036419425545365265,694022001,-0.15144144677779453,Sierra Leone,109075.678090121
SL,694022002,-0.14166815303783267,694022002,0.12160739979642768,Sierra Leone,78142.77238559391
SL,694022003,-0.28709787412230003,694022003,0.0702535918867714,Sierra Leone,52190.514075006395
SL,694022004,-0.13184399225732346,694022004,-0.1437751258240995,Sierra Leone,43121.35324194826
SL,694022005,-0.31343152093232785,694022005,-0.13092442207018512,Sierra Leone,34069.525319415465
SL,694022006,-0.301637134033455,694022006,-0.1437751258240995,Sierra Leone,31549.851813222976
SL,694023001,-0.20331673744332157,694023001,-0.8156910981823456,Sierra Leone,49280.21759759396
SL,694023002,-0.2228679675355263,694023002,-0.5471599641925613,Sierra Leone,57256.9627909642
SL,694023003,-0.4189958400146779,694023003,-0.5277680775763556,Sierra Leone,47262.817756593766
SL,694023004,-0.39251149320538,694023004,-0.7931506031968827,Sierra Leone,43270.380799773346
SL,694023005,-0.41648223321898437,694023005,-0.5277680775763556,Sierra Leone,40956.59101913168
SL,694023006,-0.38015866487862915,694023006,-0.7931506031968827,Sierra Leone,38142.41128108865
SL,694023007,0.24974080736655752,694023007,0.3692383511435186,Sierra Leone,37396.20427015171
SL,694023008,-0.21590772990496904,694023008,0.0887142400289636,Sierra Leone,26844.562972889158
SL,694024001,-0.16419890689077266,694024001,-0.1437751258240995,Sierra Leone,85282.2275326565
SL,694024002,0.3462932800865615,694024002,0.8846457327424673,Sierra Leone,84022.8755808263
SL,694024003,0.013507305239154652,694024003,-0.2289702426794501,Sierra Leone,84222.88958411601
SL,694024004,-0.2602720306745841,694024004,-0.4943527682999772,Sierra Leone,75170.3320324922
SL,694024005,-0.3637935352550293,694024005,-0.1437751258240995,Sierra Leone,58736.57372210162
SL,694024006,-0.24542588518294445,694024006,-0.1437751258240995,Sierra Leone,57233.43657224515
SL,694024007,-0.320971637077934,694024007,0.12160739979642768,Sierra Leone,42491.96473615062
SL,694024008,0.1971515417498534,694024008,-0.7657686524703691,Sierra Leone,43884.274188166164
SL,694024009,-0.3129232195192509,694024009,0.007809823752886974,Sierra Leone,25327.656045170246
SL,694025001,-0.19520985142277536,694025001,-0.5003861268498421,Sierra Leone,111041.36391330637
SL,694025002,-0.19207562435384337,694025002,-0.669333036354835,Sierra Leone,74028.75343114813
SL,694025003,-0.29532871264523547,694025003,-0.5277680775763556,Sierra Leone,70138.38355260447
SL,694025004,-0.2710728500049221,694025004,-0.4592728131608158,Sierra Leone,61503.46464482572
SL,694025005,0.28802471628154686,694025005,0.2626417310782035,Sierra Leone,60565.20273442358
SL,694025006,-0.3058608456294478,694025006,-0.5277680775763556,Sierra Leone,33431.00250274905
SL,694025007,-0.2595879105456199,694025007,-0.1938902875402887,Sierra Leone,31409.76872218864
SL,694031001,0.9406146488060996,694031001,0.9760955298047576,Sierra Leone,213840.61591563083
SL,694031002,-0.19180939050052045,694031002,-0.1938902875402887,Sierra Leone,72786.18787427974
SL,694031003,-0.2774435323252843,694031003,-0.4542849169641003,Sierra Leone,51178.64870460788
SL,694031004,-0.2126659814416106,694031004,-0.9073336112488484,Sierra Leone,57886.706173495564
SL,694031005,-0.3131871677045384,694031005,-0.6268042626252965,Sierra Leone,40724.383136616016
SL,694031006,-0.34650383644127103,694031006,-0.6232297493256214,Sierra Leone,38614.038721090714
SL,694031007,0.25735652939320525,694031007,-0.019957558982051742,Sierra Leone,58156.080664638095
SL,694031008,-0.37884919989169547,694031008,-0.6419510856283213,Sierra Leone,32204.783888453825
SL,694031009,-0.3751658578889959,694031009,-0.4816205921420662,Sierra Leone,26817.189385608574
SL,694031010,-0.3726806203127116,694031010,-0.8007369911835335,Sierra Leone,31049.589235549043
SL,694031011,-0.3132405861617485,694031011,-0.8158838141865582,Sierra Leone,34230.43014009675
SL,694032001,-0.3204382934649703,694032001,-1.1497616042226253,Sierra Leone,54672.215934686246
SL,694032002,-0.1275935038697946,694032002,-1.1328054253672248,Sierra Leone,50113.475553154894
SL,694032003,0.03005727170494172,694032003,-1.4151441298431524,Sierra Leone,27955.284224472496
SL,694032004,0.05176745312877807,694032004,-0.6354929035175103,Sierra Leone,33648.9445302505
SL,694033001,-0.3600184219430219,694033001,-1.1420908069234446,Sierra Leone,37903.624167530805
SL,694033002,-0.4169023966630719,694033002,-1.0812663398070852,Sierra Leone,37338.6085076182
