cv,r2,rmse
spatial_cv,0.596113393779714,0.4721917710753077
spatial_cv,0.5907495661444009,0.4469044112725615
spatial_cv,0.6700607662704576,0.4302630117175312
spatial_cv,0.5627118659380052,0.4177806698248652
spatial_cv,0.4900791325734449,0.562420598483483
spatial_cv,0.5432937798378186,0.525456483397617
spatial_cv,0.6684204418389009,0.3917138206983852
spatial_cv,0.7644770066546196,0.4387351375568049
spatial_cv,0.6005231937293481,0.4343582325008746
spatial_cv,0.3928444236970901,0.6332063954314879
spatial_cv,0.57306591538192,0.4470187845396497
spatial_cv,0.5894392511973257,0.3713680040619551
spatial_cv,0.5489868970065037,0.5256751354129336
spatial_cv,0.5516997252720022,0.2740536759363046
spatial_cv,0.5724489653595427,0.5197591792465206
spatial_cv,0.5437372119536579,0.5177416433023583
spatial_cv,0.6121474063633858,0.4153451886187671
spatial_cv,0.6118506276308218,0.5017248647273802
spatial_cv,0.4631814183354771,0.5728098384528054
spatial_cv,0.7258109986309733,0.2855119003604517
spatial_cv,0.618593938449006,0.3854837936172925
spatial_cv,0.7222575204977658,0.4082523692257394
spatial_cv,0.440966248353923,0.3846568529542083
spatial_cv,0.5480345647527377,0.4201600012839779
spatial_cv,0.3386295339417169,0.6165889756660667
spatial_cv,0.7114836565834515,0.3882114365123669
spatial_cv,0.6731088054412143,0.2812984446352713
spatial_cv,0.7174207037411502,0.4510885981460999
spatial_cv,0.4314871705006745,0.4449018935404211
spatial_cv,0.5625568099328699,0.3023728282871113
spatial_cv,0.5415983721591553,0.3618253830911576
spatial_cv,0.5415668125500769,0.4953178081435489
spatial_cv,0.6166273527621149,0.4628461400009782
spatial_cv,0.4053385238796315,0.4230867082651705
spatial_cv,0.5892847448191517,0.5634695535862151
spatial_cv,0.2996224388544756,0.6787613694647419
spatial_cv,0.5942742515448382,0.4441730268406827
within_cv,0.8288293622367928,0.4057994318068572
within_cv,0.7669309755501212,0.4479282055760623
within_cv,0.7186334700059153,0.4026348767936153
within_cv,0.7161244037183463,0.4939514465323525
within_cv,0.8832418544997178,0.2476682858549842
within_cv,0.6344987958988338,0.537199428652296
within_cv,0.7997935989904223,0.4004272302741117
within_cv,0.8178365279825233,0.3762345318094122
within_cv,0.6169140376057013,0.5357227035217844
within_cv,0.6961838700244904,0.5123459045767622
within_cv,0.8358584508193067,0.3395515394621094
within_cv,0.7263367811229767,0.4319576833185119
within_cv,0.6223496461648652,0.5182111510264364
within_cv,0.768871222262724,0.4498343501174748
within_cv,0.7269211448340709,0.4823665138419129
within_cv,0.7959127754796255,0.3991931105900542
within_cv,0.8449641305301567,0.3917472656747417
within_cv,0.5933467714992379,0.5210323650508148
within_cv,0.5473388730168335,0.5417625214699644
within_cv,0.7974295504547132,0.4684279097921465
within_cv,0.751777785782019,0.4200964844954906
within_cv,0.799884573804026,0.4297524924903626
within_cv,0.5642480143766905,0.62894682889463
within_cv,0.7238751611923162,0.4366276990820547
within_cv,0.776472937980938,0.4108079016284686
within_cv,0.7017557737134311,0.5019515917669627
within_cv,0.7933454747888036,0.2844169581465249
within_cv,0.6704618786542952,0.4919065481327259
within_cv,0.6675067172852498,0.5106919641313505
within_cv,0.6356777821740022,0.5181830720033481
within_cv,0.7241509474459038,0.4849780196456056
within_cv,0.6625276085593477,0.5024060064073891
within_cv,0.8673638066173434,0.3374238146608611
within_cv,0.7598299594408301,0.3915726309787185
within_cv,0.7714741696269792,0.404458555400022
within_cv,0.7932024709620569,0.4258740272969149
within_cv,0.795387806830465,0.3082960541074312
within_cv,0.4165161986730564,0.6159925372754764
within_cv,0.7929454264610375,0.3961953671944841
within_cv,0.8637021026726023,0.3528473322931345
within_cv,0.7729892294077942,0.4416352436583793
within_cv,0.7756120309802891,0.4123209718444232
within_cv,0.6178142104393738,0.5030553174421467
within_cv,0.6621639825839035,0.4558529574455764
within_cv,0.6433856793750562,0.5082653445676553
within_cv,0.7727352357658592,0.4414575189794177
within_cv,0.5769044318992855,0.3864607795337354
within_cv,0.7897996436532144,0.4242561438088414
within_cv,0.5511701620553062,0.6023169824852774
within_cv,0.6666841188145993,0.4990242084973155
